red,idx,nodo_u,nodo_v
espana,687,Calasparra,Torrejón de la Calzada
espana,688,Calasparra,Villabrágima
espana,689,Calasparra,Villanueva del Trabuco
espana,690,Calatayud,Gilena
espana,691,Calatayud,Ontur
espana,692,Calatayud,Pallejà
espana,693,Calatayud,Santurtzi
espana,694,Calldetenes,Campo de Criptana
espana,695,Calldetenes,Font de la Figuera (la)
espana,696,Calldetenes,Guadalajara
espana,697,Calzada de Calatrava,Logrosán
espana,698,Calzada de Calatrava,Pliego
espana,699,Calzada de Calatrava,Roa
espana,700,Calzada de Calatrava,Sanlúcar de Barrameda
espana,701,Calzada de Calatrava,Sayalonga
espana,702,Calzada de Calatrava,Villava/Atarrabia
espana,703,Cambados,Orcera
espana,704,Cambados,Santa Cristina d'Aro
espana,705,Caminomorisco,Cariñena
espana,706,Caminomorisco,Fondó de les Neus (el)/Hondón de las Nieves
espana,707,Campdevànol,Sant Pere de Riudebitlles
espana,708,Campello (el),Santurtzi
espana,709,Campezo/Kanpezu,Villamanrique
espana,710,Campillo de Llerena,Tobarra
espana,711,Campo Lugar,Pedroso (El)
espana,712,Campo Lugar,Salceda de Caselas
espana,713,Campo Lugar,Sepúlveda
espana,714,Campo Lugar,Teulada
espana,715,Campo Real,Coaña
espana,716,Campo Real,Premià de Dalt
espana,717,Campo Real,Roquetes
espana,718,Campo de Criptana,Gérgal
espana,719,Campo de Criptana,Huete
espana,720,Campo de Criptana,Marinaleda
espana,721,Campo de Criptana,Sils
espana,722,Campoo de Enmedio,Lumpiaque
espana,723,Campoo de Enmedio,Santa Marina del Rey
espana,724,Campoo de Enmedio,Siruela
espana,725,Campoo de Enmedio,Vilafant
espana,726,Camporrobles,Casatejada
espana,727,Camporrobles,Miño
espana,728,Camporrobles,Mogente/Moixent
espana,729,Camporrobles,Salvatierra/Agurain
espana,730,Campos del Río,Valverde de Júcar
espana,731,Camprodon,Estivella
espana,732,Camprodon,Lumbier
espana,733,Camprodon,Polán
espana,734,Cangas de Onís,Carbonero el Mayor
espana,735,Cangas de Onís,Láncara
espana,736,Cangas de Onís,Pedernoso (El)
espana,737,Cangas de Onís,Sant Iscle de Vallalta
espana,738,Caniles,Colmenar
espana,739,Caniles,Golmayo
espana,740,Caniles,Lagartera
espana,741,Caniles,Marcilla
espana,742,Caniles,Puebla de Guzmán
espana,743,Canjáyar,Seu d'Urgell (La)
espana,744,Cantalejo,Castril
espana,745,Cantalejo,Cáceres
espana,746,Cantalpino,Carranque
espana,747,Cantalpino,Cañaveral
espana,748,Cantalpino,Trigueros
espana,749,Capellades,Caspe
espana,750,Capellades,Duruelo de la Sierra
espana,751,Capellades,Peñarroya-Pueblonuevo
espana,752,Capellades,Vilallonga del Camp
espana,753,Caravaca de la Cruz,Pozo Alcón
espana,754,Carbajosa de la Sagrada,Getafe
espana,755,Carbajosa de la Sagrada,Robla (La)
espana,756,Carbajosa de la Sagrada,Sant Andreu de Llavaneres
espana,757,Carbajosa de la Sagrada,Yepes
espana,758,Carballeda de Valdeorras,Gata
espana,759,Carballeda de Valdeorras,Laguna de Duero
espana,760,Carballeda de Valdeorras,Pioz
espana,761,Carballeda de Valdeorras,Santovenia de la Valdoncina
espana,762,Carboneras,Mairena del Alcor
espana,763,Carboneras,Meruelo
espana,764,Carbonero el Mayor,Covelo
espana,765,Carbonero el Mayor,Puebla de Sancho Pérez
espana,766,Carcastillo,Térmens
espana,767,Cardeña,Mijas
espana,768,Cariñena,Carpio (El)
espana,769,Cariñena,Casas de Benítez
espana,770,Cariñena,Madrigal de la Vera
espana,771,Cariñena,Quart de Poblet
espana,772,Cariñena,Valdegovía/Gaubea
espana,773,Cariño,Eljas
espana,774,Cariño,Jonquera (La)
espana,775,Cariño,Puebla de Cazalla (La)
espana,776,Cariño,Tarancón
espana,777,Carpio (El),Ondara
espana,778,Carpio (El),San Adrián
espana,779,Carpio (El),Sigüenza
espana,780,Carpio de Tajo (El),Sabero
espana,781,Carranque,Villalón de Campos
espana,782,Carreño,Incio (O)
espana,783,Carreño,Montroy
espana,784,Carreño,Nogais (As)
espana,785,Carrizosa,Padrenda
espana,786,Carrizosa,Santo Tomé
espana,787,Carrizosa,Villa de Don Fadrique (La)
espana,788,Carrión de los Condes,Villafranca de los Caballeros
espana,789,Carrión de los Condes,Villafufre
espana,790,Casar de Escalona (El),Montroy
espana,791,Casar de Escalona (El),Sanlúcar de Barrameda
espana,792,Casares,Guadalcázar
espana,793,Casares,Perelló (El)
espana,794,Casares,Ricla
espana,795,Casares,Santa Cristina d'Aro
espana,796,Casares,Trespaderne
espana,797,Casariche,Finestrat
espana,798,Casariche,Molares (Los)
espana,799,Casariche,Palencia
espana,800,Casariche,Puerto Lumbreras
espana,801,Casariche,Yecla
espana,802,Casas de Benítez,Faura
espana,803,Casas de Benítez,Pedernoso (El)
espana,804,Casas de Benítez,San Martín del Rey Aurelio
espana,805,Casas de Benítez,Sant Guim de Freixenet
espana,806,Casas de Benítez,Villa de Don Fadrique (La)
espana,807,Casas de Fernando Alonso,Valdepolo
espana,808,Casas-Ibáñez,Librilla
espana,809,Casas-Ibáñez,Mungia
espana,810,Casas-Ibáñez,Serradilla
espana,811,Casas-Ibáñez,Trespaderne
espana,812,Casas-Ibáñez,Ullà
espana,813,Casas-Ibáñez,Valdés
espana,814,Casatejada,Corrales
espana,815,Casatejada,Elda
espana,816,Casatejada,Gurrea de Gállego
espana,817,Casatejada,Real de la Jara (El)
espana,818,Casatejada,Riós
espana,819,Casatejada,Vélez-Blanco
espana,820,Casatejada,Xermade
espana,821,Cascante,Cerdedo
espana,822,Cascante,Gérgal
espana,823,Cascante,Navas del Marqués (Las)
espana,824,Cascante,Santiago-Pontones
espana,825,Cascante,Solsona
espana,826,Cascante,Sástago
espana,827,Cascante,Villanueva de la Fuente
espana,828,Casinos,Santa Elena
espana,829,Caso,Codosera (La)
espana,830,Caso,Ibias
espana,831,Casserres,Cedeira
espana,832,Casserres,Quesada
espana,833,Castañar de Ibor,Cellera de Ter (La)
espana,834,Castañar de Ibor,Frigiliana
espana,835,Castañar de Ibor,Paredes de Nava
espana,836,Castejón,Paymogo
espana,837,Castejón,San Martín del Rey Aurelio
espana,838,Castellar,Grandas de Salime
espana,839,Castellar,Lezuza
espana,840,Castellar del Vallès,Salas de los Infantes
espana,841,Castellar del Vallès,Santa Cristina d'Aro
espana,842,Castellar del Vallès,Venta de Baños
espana,843,Castellar del Vallès,Villalpardo
espana,844,Castellgalí,Cedeira
espana,845,Castellgalí,Espejo
espana,846,Castellgalí,Fuentes de Ebro
espana,847,Castellgalí,Madrigal de la Vera
espana,848,Castellserà,Castillo de Locubín
espana,849,Castellserà,Cox
espana,850,Castellserà,Duruelo de la Sierra
espana,851,Castellserà,Fuentidueña de Tajo
espana,852,Castellserà,Huerta de Rey
espana,853,Castellserà,Jalance
espana,854,Castellserà,Olula del Río
espana,855,Castellserà,Serradilla
espana,856,Castellserà,Ullà
espana,857,Castellví de Rosanes,Oliva de la Frontera
espana,858,Castellví de Rosanes,Santa Marina del Rey
espana,859,Castellví de Rosanes,Yunquera de Henares
espana,860,Castelló d'Empúries,Jaca
espana,861,Castelló d'Empúries,Valdeganga
espana,862,Castilleja de la Cuesta,Cañaveral
espana,863,Castilleja de la Cuesta,Guijo de Galisteo
espana,864,Castilleja de la Cuesta,Pobla de Montornès (La)
espana,865,Castilleja de la Cuesta,Pozohondo
espana,866,Castilleja de la Cuesta,Sallent de Gállego
espana,867,Castillo de Bayuela,Peñarroya-Pueblonuevo
espana,868,Castillo de Bayuela,Riells i Viabrea
espana,869,Castillo de Locubín,Salt
espana,870,Castillo de Locubín,Venta de Baños
espana,871,Castillo de Locubín,Ávila
espana,872,Castril,Vera
espana,873,Castrillón,Manzanilla
espana,874,Castrillón,María de Huerva
espana,875,Castrillón,Navalucillos (Los)
espana,876,Castrillón,Pozohondo
espana,877,Castrillón,Santa Amalia
espana,878,Castro-Urdiales,Lillo
espana,879,Castro-Urdiales,Marcilla
espana,880,Castro-Urdiales,Mozoncillo
espana,881,Castro-Urdiales,Navas del Rey
espana,882,Castropol,Liétor
espana,883,Castropol,Riells i Viabrea
espana,884,Castropol,Rábade
espana,885,Castropol,Subirats
espana,886,Castropol,Trujillanos
espana,887,Castroverde,Igualada
espana,888,Castroverde,Lorca
espana,889,Castroverde,Miño
espana,890,Castroverde,Ojén
espana,891,Castroverde,Pinar (El)
espana,892,Castroverde,Santovenia de la Valdoncina
espana,893,Castroverde,Tocina
espana,894,Catadau,Galera
espana,895,Catarroja,Ledesma
espana,896,Catarroja,San Fernando
espana,897,Catarroja,Valdegovía/Gaubea
espana,898,Caudete,Cervo
espana,899,Caudete,Láncara
espana,900,Caudete,Valverde de Leganés
espana,901,Caudete,Vilallonga del Camp
espana,902,Cazorla,Cee
espana,903,Cazorla,Cellera de Ter (La)
espana,904,Cazorla,Horcajo de Santiago
espana,905,Cazorla,Lagartera
espana,906,Cazorla,Pozuelo de Alarcón
espana,907,Cazorla,Vejer de la Frontera
espana,908,Cazorla,Villafranca del Cid/Vilafranca
espana,909,Cañada,Torreorgaz
espana,910,Cañaveral,Cijuela
espana,911,Cañaveral,Cubillos del Sil
espana,912,Cañaveral,Falset
espana,913,Cañaveral,Merindad de Río Ubierna
espana,914,Cañaveral,San Fernando
espana,915,Cañete de las Torres,Guadalcanal
espana,916,Cañete de las Torres,Sant Llorenç de Morunys
espana,917,Cañete de las Torres,Sigüenza
espana,918,Cañete de las Torres,Villanueva del Ariscal
espana,919,Cañete la Real,Fonsagrada (A)
espana,920,Cañete la Real,Monterroso
espana,921,Cañete la Real,Roquetes
espana,922,Cañete la Real,Rueda
espana,923,Cañete la Real,San Roque
espana,924,Cebreros,Palacios del Sil
espana,925,Cebreros,Sondika
espana,926,Cebreros,Toro
espana,927,Cebreros,Zahara
espana,928,Ceclavín,Higuera la Real
espana,929,Ceclavín,Paymogo
espana,930,Ceclavín,Peñaranda de Bracamonte
espana,931,Cedeira,Estivella
espana,932,Cedeira,Posadas
espana,933,Cedeira,Rosalejo
espana,934,Cedeira,Ultzama
espana,935,Cee,Elche/Elx
espana,936,Cee,Higuera de la Sierra
espana,937,Cee,Lasarte-Oria
espana,938,Cee,Navalvillar de Pela
espana,939,Cee,San Lorenzo de la Parrilla
espana,940,Cee,Villalón de Campos
espana,941,Cee,Zarautz
espana,942,Celanova,Corrales
espana,943,Cella,Moià
espana,944,Cella,Zas
espana,945,Cellera de Ter (La),Jumilla
espana,946,Cellera de Ter (La),Jérica
espana,947,Cellera de Ter (La),Rossell
espana,948,Cellera de Ter (La),Sort
espana,949,Celrà,Jadraque
espana,950,Celrà,Pobla Tornesa (la)
espana,951,Celrà,Villanueva del Fresno
espana,952,Cenizate,Lumbier
espana,953,Cenizate,Oliana
espana,954,Cenizate,Real de la Jara (El)
espana,955,Cenizate,Serradilla
espana,956,Cerdedo,Monturque
espana,957,Cerdedo,Plentzia
espana,958,Cerdedo,Villafranca de los Barros
espana,959,Cerdedo,Ágreda
espana,960,Cerro de Andévalo (El),Monterrei
espana,961,Cerro de Andévalo (El),Olot
espana,962,Cervera de Pisuerga,Ferrol
espana,963,Cervera de Pisuerga,Rosselló
espana,964,Cervera de Pisuerga,Vicedo (O)
espana,965,Cervo,Esquivias
espana,966,Cervo,Hondarribia
espana,967,Cesuras,Yunquera
espana,968,Chella,Flix
espana,969,Chella,Mallén
espana,970,Chella,Monreal del Campo
espana,971,Chella,Villarcayo de Merindad de Castilla la Vieja
espana,972,Chelva,Rosselló
espana,973,Chelva,San Cristóbal de Segovia
espana,974,Chelva,Santa Cruz de la Zarza
espana,975,Chelva,Villada
espana,976,Chillón,Motilla del Palancar
espana,977,Chillón,Socuéllamos
espana,978,Chillón,Villafufre
espana,979,Chillón,Yunquera
espana,980,Chinchón,Novelda
espana,981,Chinchón,Torelló
espana,982,Chinchón,Vélez-Blanco
espana,983,Chiva,Paderne
espana,984,Chiva,Paradas
espana,985,Chiva,Segura
espana,986,Chiva,Tíjola
espana,987,Ciempozuelos,Lardero
espana,988,Ciempozuelos,Torrejón del Rey
espana,989,Ciempozuelos,Villardompardo
espana,990,Ciempozuelos,Xermade
espana,991,Cifuentes,Herrera del Duque
espana,992,Cifuentes,Priego
espana,993,Cijuela,Móstoles
espana,994,Cijuela,Ordizia
espana,995,Cijuela,San Pedro
espana,996,Cijuela,Valderas
espana,997,Ciudad Rodrigo,Navas del Rey
espana,998,Ciudad Rodrigo,Ondara
espana,999,Coaña,Puebla de Cazalla (La)
espana,1000,Cobisa,Mendigorría
espana,1001,Cobisa,Morella
espana,1002,Cobisa,Santibáñez de Vidriales
espana,1003,Cobisa,Tordoia
espana,1004,Cobisa,Uleila del Campo
espana,1005,Cocentaina,Elda
espana,1006,Cocentaina,Ferrol
espana,1007,Cocentaina,Manzanilla
espana,1008,Cocentaina,Orgaz
espana,1009,Cocentaina,Pallejà
espana,1010,Cocentaina,San Pedro del Pinatar
espana,1011,Cocentaina,Torre de Miguel Sesmero
espana,1012,Codosera (La),Gudiña (A)
espana,1013,Collado Mediano,Marcilla
espana,1014,Collado Mediano,Puebla de Alfindén (La)
espana,1015,Collado Mediano,Santibáñez de Vidriales
espana,1016,Collado Mediano,Villalpardo
espana,1017,Collado Mediano,Zalla
espana,1018,Colmenar,Deba
espana,1019,Colmenar,Jimena de la Frontera
espana,1020,Colmenar,Portillo de Toledo
espana,1021,Consuegra,Pino (O)
espana,1022,Consuegra,Villanueva de la Serena
espana,1023,Coria,Luisiana (La)
espana,1024,Coria,Rossell
espana,1025,Coria,Órgiva
espana,1026,Coristanco,Osuna
espana,1027,Coristanco,San Vicente de Alcántara
espana,1028,Coristanco,Sant Antoni de Vilamajor
espana,1029,Coristanco,Santa Cruz de la Zarza
espana,1030,Coristanco,Tordoia
espana,1031,Cornellà de Llobregat,Isona i Conca Dellà
espana,1032,Cornellà de Llobregat,Pueblonuevo del Guadiana
espana,1033,Cornellà de Llobregat,Villares de la Reina
espana,1034,Coronada (La),Foz
espana,1035,Coronada (La),Noblejas
espana,1036,Coronada (La),Reus
espana,1037,Corral de Calatrava,Corrales
espana,1038,Corral de Calatrava,Noalejo
espana,1039,Corral de Calatrava,Tarancón
espana,1040,Corrales,Càlig
espana,1041,Corrales,Ferrol
espana,1042,Corrales,Graus
espana,1043,Corrales,Pulianas
espana,1044,Corrales de Buelna (Los),Ledesma
espana,1045,Corrales de Buelna (Los),Padrenda
espana,1046,Corrales de Buelna (Los),Potes
espana,1047,Corrales de Buelna (Los),Trujillanos
espana,1048,Corrales de Buelna (Los),Venta de Baños
espana,1049,Corte de Peleas,Galapagar
espana,1050,Corte de Peleas,Ávila
espana,1051,Cortes de Baza,Moaña
espana,1052,Cortes de Baza,Olazti/Olazagutía
espana,1053,Cortes de Baza,Poio
espana,1054,Covelo,Cáceres
espana,1055,Covelo,Dozón
espana,1056,Covelo,Librilla
espana,1057,Cubillos del Sil,Plentzia
espana,1058,Cubillos del Sil,Pulpí
espana,1059,Cubillos del Sil,Serradilla
espana,1060,Cubillos del Sil,Valdeolmos-Alalpardo
espana,1061,Cubillos del Sil,Vitigudino
espana,1062,Cuerva,Errenteria
espana,1063,Cuerva,Miño
espana,1064,Cuerva,Nucia (la)
espana,1065,Cuerva,Tordoia
espana,1066,Cuerva,Valadouro (O)
espana,1067,Cuevas de San Marcos,Estivella
espana,1068,Cuevas de San Marcos,Flix
espana,1069,Cuevas de San Marcos,Luisiana (La)
espana,1070,Cuevas de San Marcos,Monterrubio de la Serena
espana,1071,Cuevas de San Marcos,Navas del Rey
espana,1072,Cuevas de San Marcos,Turre
espana,1073,Cuéllar,Granollers
espana,1074,Cuéllar,Palacios del Sil
espana,1075,Cuéllar,Pinar (El)
espana,1076,Cuéllar,Villa del Río
espana,1077,Càlig,Fondó de les Neus (el)/Hondón de las Nieves
espana,1078,Càlig,Laracha (A)
espana,1079,Càlig,Robla (La)
espana,1080,Càlig,Valdegovía/Gaubea
espana,1081,Càlig,Venta del Moro
espana,1082,Cáceres,Puerto Lumbreras
espana,1083,Cáceres,Villafranca de los Barros
espana,1084,Cádiar,Ferrol
espana,1085,Cáseda,Pedraja de Portillo (La)
espana,1086,Cáseda,Pedro Martínez
espana,1087,Cáseda,Pino (O)
espana,1088,Cózar,Jaca
espana,1089,Cózar,Plasencia
espana,1090,Cózar,Riells i Viabrea
espana,1091,Cózar,Salt
espana,1092,Cúllar,Freila
espana,1093,Cúllar,Santiago-Pontones
espana,1094,Daroca,Faura
espana,1095,Daroca,Rascafría
espana,1096,Daroca,San Adrián
espana,1097,Daroca,San Carlos del Valle
espana,1098,Daroca,Villanueva del Trabuco
espana,1099,Deba,Peñafiel
espana,1100,Deba,Valderas
espana,1101,Deba,Valverde de Júcar
espana,1102,Deltebre,Ribera de Arriba
espana,1103,Dodro,Navalcán
espana,1104,Dodro,Vilallonga del Camp
espana,1105,Dozón,Galdakao
espana,1106,Dozón,Sepúlveda
espana,1107,Doña Mencía,Villanueva del Rey
espana,1108,Duruelo de la Sierra,Perelló (El)
espana,1109,Duruelo de la Sierra,Puebla de Alcocer
espana,1110,Duruelo de la Sierra,Riosa
espana,1111,Duruelo de la Sierra,Villanueva del Trabuco
espana,1112,Dúrcal,Galdakao
espana,1113,Dúrcal,Gerindote
espana,1114,Dúrcal,Oria
espana,1115,Dúrcal,Peñalsordo
espana,1116,Dúrcal,Puebla de Alfindén (La)
espana,1117,Dúrcal,Robledo (El)
espana,1118,Dúrcal,Tarifa
espana,1119,Dúrcal,Vielha e Mijaran
espana,1120,Dúrcal,Villadiego
espana,1121,Eibar,Espluga de Francolí (L')
espana,1122,Eibar,Ondara
espana,1123,Eibar,Sacedón
espana,1124,Eibar,Tineo
espana,1125,Eibar,Villanueva de la Cañada
espana,1126,Eibar,Ágreda
espana,1127,Ejea de los Caballeros,Jamilena
espana,1128,Ejido (El),Granja de Torrehermosa
espana,1129,Ejido (El),Pedraja de Portillo (La)
espana,1130,Ejido (El),Ricla
espana,1131,Elciego,Fonz
espana,1132,Elciego,Peñafiel
espana,1133,Elda,Lillo
espana,1134,Elda,Saviñao (O)
espana,1135,Eliana (l'),Jumilla
espana,1136,Eliana (l'),Sigüenza
espana,1137,Eliana (l'),Valadouro (O)
espana,1138,Eljas,Fuentes de Oñoro
espana,1139,Eljas,Riudellots de la Selva
espana,1140,Eljas,Vilafant
espana,1141,Encinasola,Pobla Tornesa (la)
espana,1142,Encinasola,Rúa (A)
espana,1143,Entrambasaguas,Mairena del Alcor
espana,1144,Entrambasaguas,Navalvillar de Pela
espana,1145,Entrimo,Vera
espana,1146,Errenteria,Pedroso (El)
espana,1147,Errenteria,Puigcerdà
espana,1148,Errenteria,Reocín
espana,1149,Escalona,Pedernoso (El)
espana,1150,Escalona,Sacedón
espana,1151,Escalona,San Pedro del Pinatar
espana,1152,Escalona,Santovenia de Pisuerga
espana,1153,Escalona,Villamanrique
espana,1154,Espejo,Pioz
espana,1155,Espejo,Pliego
espana,1156,Espinar (El),Torrente de Cinca
espana,1157,Espinar (El),Villabrágima
espana,1158,Espinosa de los Monteros,Valderrobres
espana,1159,Espinosa de los Monteros,Vilafant
espana,1160,Espluga de Francolí (L'),Santa Pola
espana,1161,Espluga de Francolí (L'),Villalpardo
espana,1162,Esquivias,Limpias
espana,1163,Esquivias,Noia
espana,1164,Estella/Lizarra,Monesterio
espana,1165,Estella/Lizarra,Pobla de Montornès (La)
espana,1166,Estella/Lizarra,Pobla de Segur (La)
espana,1167,Estivella,San Martín del Rey Aurelio
espana,1168,Fabara,Pobra do Caramiñal (A)
espana,1169,Fabara,Port de la Selva (El)
espana,1170,Faura,Galera
espana,1171,Faura,Ibros
espana,1172,Faura,Lora del Río
espana,1173,Faura,Molares (Los)
espana,1174,Fermoselle,Galisteo
espana,1175,Fermoselle,Hondarribia
espana,1176,Fermoselle,Pedro Martínez
espana,1177,Fermoselle,Riosa
espana,1178,Ferrol,Gineta (La)
espana,1179,Ferrol,Moeche
espana,1180,Finestrat,María de Huerva
espana,1181,Finestrat,Mozoncillo
espana,1182,Finestrat,Muros de Nalón
espana,1183,Finestrat,Móstoles
espana,1184,Finestrat,Puebla de Cazalla (La)
espana,1185,Finestrat,Villaviciosa de Córdoba
espana,1186,Fitero,Hondarribia
espana,1187,Fitero,Malpartida de Cáceres
espana,1188,Fitero,Polán
espana,1189,Fitero,Villamanín
espana,1190,Flix,Yunquera de Henares
espana,1191,Folgoso de la Ribera,Níjar
espana,1192,Folgoso de la Ribera,Zarza de Granadilla
espana,1193,Fondó de les Neus (el)/Hondón de las Nieves,Premià de Dalt
espana,1194,Fondó de les Neus (el)/Hondón de las Nieves,Ricla
espana,1195,Fondó de les Neus (el)/Hondón de las Nieves,Tarazona de la Mancha
espana,1196,Fonsagrada (A),Laudio/Llodio
espana,1197,Fonsagrada (A),Pedroche
espana,1198,Fonsagrada (A),Sotonera (La)
espana,1199,Font de la Figuera (la),Peñalsordo
espana,1200,Font de la Figuera (la),Rojales
espana,1201,Font de la Figuera (la),Villamanín
espana,1202,Fonz,Gandesa
espana,1203,Fonz,Palafolls
espana,1204,Fortuna,Sant Andreu de Llavaneres
espana,1205,Foz,Isla Mayor
espana,1206,Foz,Jamilena
espana,1207,Foz,Mendigorría
espana,1208,Foz,Trasmiras
espana,1209,Freila,Haro
espana,1210,Freila,Sondika
espana,1211,Fresnedillas de la Oliva,Jadraque
espana,1212,Fresnedillas de la Oliva,Magán
espana,1213,Fresnedillas de la Oliva,Oria
espana,1214,Fresnedillas de la Oliva,Zarautz
espana,1215,Fresno el Viejo,Monterroso
espana,1216,Fresno el Viejo,Rincón de Soto
espana,1217,Friol,Legutiano
espana,1218,Fuencaliente,Gurrea de Gállego
espana,1219,Fuencaliente,Navas del Marqués (Las)
espana,1220,Fuente de Piedra,Manzanilla
espana,1221,Fuente de Piedra,Moraña
espana,1222,Fuente de Piedra,Riotorto
espana,1223,Fuente de Piedra,Salceda de Caselas
espana,1224,Fuente de Piedra,Torelló
espana,1225,Fuente de San Esteban (La),Mozoncillo
espana,1226,Fuente Álamo de Murcia,Navas del Rey
espana,1227,Fuente Álamo de Murcia,Prats de Lluçanès
espana,1228,Fuente Álamo de Murcia,Ribera de Arriba
espana,1229,Fuentes de Ebro,Gimenells i el Pla de la Font
espana,1230,Fuentes de Ebro,Ossa de Montiel
espana,1231,Fuentes de Ebro,Vegas del Genil
espana,1232,Fuentes de Ebro,Vielha e Mijaran
espana,1233,Fuentes de Oñoro,Mallén
espana,1234,Fuentes de Oñoro,Reocín
espana,1235,Fuentesaúco,Quesada
espana,1236,Fuentidueña de Tajo,Nava de la Asunción
espana,1237,Fustiñana,Guadalupe
espana,1238,Fustiñana,Pol
espana,1239,Fustiñana,Rosal (O)
espana,1240,Fustiñana,Salvatierra/Agurain
espana,1241,Fustiñana,Uceda
espana,1242,Fustiñana,Valverde de Leganés
espana,1243,Galapagar,Membrilla
espana,1244,Galapagar,Villabrágima
espana,1245,Galdakao,Madrigal de las Altas Torres
espana,1246,Galdakao,Priego
espana,1247,Galdakao,Villaralto
espana,1248,Galera,Montejícar
espana,1249,Galisteo,Teulada
espana,1250,Galisteo,Villaralto
espana,1251,Gandesa,Siruela
espana,1252,Gata,Hornachos
espana,1253,Gata,Ibros
espana,1254,Gata,Santa Cristina d'Aro
espana,1255,Gavarda,Manzanares el Real
espana,1256,Gavarda,Molledo
espana,1257,Gavarda,Santovenia de la Valdoncina
espana,1258,Gavarda,Sondika
espana,1259,Gerena,Jerez del Marquesado
espana,1260,Gerena,Santo Tomé
espana,1261,Gerindote,Salceda de Caselas
espana,1262,Gerindote,Tarazona de la Mancha
espana,1263,Gernika-Lumo,Ondara
espana,1264,Gernika-Lumo,Roca de la Sierra (La)
espana,1265,Gernika-Lumo,San Lorenzo de El Escorial
espana,1266,Gernika-Lumo,Villa de Don Fadrique (La)
espana,1267,Getafe,Golmayo
espana,1268,Getafe,Isla Mayor
espana,1269,Getafe,Peñaflor
espana,1270,Getafe,Trigueros
espana,1271,Gilena,Lesaka
espana,1272,Gilena,Lillo
espana,1273,Gilena,Oliva de la Frontera
espana,1274,Gilena,Serradilla
espana,1275,Gilena,Tordoia
espana,1276,Gilena,Villaverde del Río
espana,1277,Gimenells i el Pla de la Font,León
espana,1278,Gimenells i el Pla de la Font,Rueda
espana,1279,Gimenells i el Pla de la Font,Villanueva de la Cañada
espana,1280,Gineta (La),Sant Pere de Riudebitlles
espana,1281,Gineta (La),Santa Bárbara de Casa
espana,1282,Gineta (La),Villafranca de los Barros
espana,1283,Golmés,Guadalupe
espana,1284,Golmés,Polán
espana,1285,Grandas de Salime,Martín de la Jara
espana,1286,Grandas de Salime,Moaña
espana,1287,Grandas de Salime,San Pablo de los Montes
espana,1288,Granollers,Ènova (l')
espana,1289,Guadalajara,Láncara
espana,1290,Guadalajara,Villaviciosa de Córdoba
espana,1291,Guadalcanal,San Lorenzo de El Escorial
espana,1292,Guadalcanal,Villanueva de la Cañada
espana,1293,Guadalcázar,Jérica
espana,1294,Guadalcázar,Purullena
espana,1295,Guadalcázar,San Carlos del Valle
espana,1296,Guadalcázar,Torrejón del Rey
espana,1297,Guadalupe,Priego de Córdoba
espana,1298,Guadalupe,Roa
espana,1299,Guadalupe,Rueda
espana,1300,Guadalupe,Vila de Cruces
espana,1301,Guadassuar,Meruelo
espana,1302,Guadassuar,Navalafuente
espana,1303,Guadassuar,Riola
espana,1304,Guardia (La),Letur
espana,1305,Guardia (La),Lourenzá
espana,1306,Guardia (La),Pozohondo
espana,1307,Guardia (La),Rossell
espana,1308,Guardia (La),Santo Tomé
espana,1309,Guardia (La),Valdegovía/Gaubea
espana,1310,Guardiola de Berguedà,Malpica de Bergantiños
espana,1311,Guareña,Pozo Alcón
espana,1312,Guaro,Sabiñánigo
espana,1313,Guaro,San Leonardo de Yagüe
espana,1314,Gudiña (A),Pedrajas de San Esteban
espana,1315,Gudiña (A),Pedroche
espana,1316,Gudiña (A),Vall de Boí (La)
espana,1317,Guijo de Galisteo,Muros de Nalón
espana,1318,Guijo de Galisteo,Saviñao (O)
espana,1319,Guijuelo,Molina de Aragón
espana,1320,Guijuelo,Muxía
espana,1321,Gurrea de Gállego,Mayorga
espana,1322,Gurrea de Gállego,Olot
espana,1323,Gurrea de Gállego,Pobla de Montornès (La)
espana,1324,Gurrea de Gállego,Villanueva del Ariscal
espana,1325,Gérgal,Marinaleda
espana,1326,Gérgal,Rinconada (La)
espana,1327,Haro,Perelló (El)
espana,1328,Haro,Siero
espana,1329,Herrera del Duque,Laracha (A)
espana,1330,Herrera del Duque,Lozoyuela-Navas-Sieteiglesias
espana,1331,Higuera de la Sierra,Posadas
espana,1332,Higuera la Real,Robledo (El)
espana,1333,Higuera la Real,San Pedro
espana,1334,Higuera la Real,Villaralbo
espana,1335,Hondarribia,Viana do Bolo
espana,1336,Horcajo de Santiago,Lekunberri
espana,1337,Horcajo de Santiago,Mazaricos
espana,1338,Horcajo de Santiago,Reus
espana,1339,Horcajo de Santiago,Torre-Pacheco
espana,1340,Horcajo de Santiago,Valdeganga
espana,1341,Hornachos,Riosa
espana,1342,Hornachos,Santibáñez de Vidriales
espana,1343,Huelva,Sondika
espana,1344,Huerta de Rey,Igualada
espana,1345,Huerta de Rey,Mazaricos
espana,1346,Huerta de Rey,Peñafiel
espana,1347,Huerta de Rey,Roquetas de Mar
espana,1348,Huesca,Molinicos
espana,1349,Huesca,Nerpio
espana,1350,Huesca,Portillo de Toledo
espana,1351,Huete,Motril
espana,1352,Huete,Yunquera de Henares
espana,1353,Huétor Tájar,Mejorada
espana,1354,Huétor Tájar,Xermade
espana,1355,Híjar,Mazarrón
espana,1356,Híjar,Reocín
